wavelength_micron,normalized_flux,err_normalized_flux
2.2954614,8.153660e-01,8.092000e-03
2.2954738,8.135710e-01,4.374000e-03
2.2954861,8.107150e-01,6.654000e-03
2.2954985,8.134470e-01,1.148200e-02
2.2955109,8.076660e-01,9.401000e-03
2.2955232,7.995550e-01,7.698000e-03
2.2955356,7.985930e-01,6.713000e-03
2.2955480,7.862300e-01,8.194000e-03
2.2955603,7.643440e-01,1.174700e-02
2.2955727,7.684850e-01,1.062800e-02
2.2955851,7.644350e-01,8.958000e-03
2.2955974,7.586860e-01,9.935000e-03
2.2956098,7.443280e-01,9.018000e-03
2.2956222,7.482040e-01,1.154800e-02
2.2956345,7.400760e-01,1.343000e-02
2.2956469,7.403940e-01,7.848000e-03
2.2956593,7.319700e-01,5.715000e-03
2.2956716,7.546870e-01,7.797000e-03
2.2956840,7.638640e-01,1.189800e-02
2.2956964,7.677810e-01,8.348000e-03
2.2957087,7.549290e-01,8.598000e-03
2.2957211,7.717960e-01,8.555000e-03
2.2957334,7.891350e-01,1.072900e-02
2.2957458,7.953780e-01,8.887000e-03
2.2957582,7.858300e-01,1.425800e-02
2.2957705,7.871830e-01,1.289300e-02
2.2957829,8.194900e-01,1.643300e-02
2.2957952,8.119630e-01,1.447700e-02
2.2958076,8.500330e-01,1.266900e-02
2.2958200,8.569580e-01,1.029800e-02
2.2958323,8.241380e-01,6.937000e-03
2.2958447,7.967330e-01,7.704000e-03
2.2958570,7.969890e-01,7.659000e-03
2.2958694,7.803460e-01,9.056000e-03
2.2958818,7.721640e-01,7.358000e-03
2.2958941,7.561930e-01,1.107000e-02
2.2959065,7.708080e-01,7.162000e-03
2.2959188,7.706740e-01,7.126000e-03
2.2959312,7.596880e-01,7.970000e-03
2.2959436,7.625960e-01,1.011600e-02
2.2959559,7.653870e-01,6.189000e-03
2.2959683,7.625990e-01,7.405000e-03
2.2959806,7.764000e-01,9.470000e-03
2.2959930,7.837570e-01,1.003600e-02
2.2960053,7.736350e-01,6.700000e-03
2.2960177,7.774710e-01,7.307000e-03
2.2960300,7.757530e-01,6.193000e-03
2.2960424,7.844250e-01,9.752000e-03
2.2960548,7.738550e-01,1.063000e-02
2.2960671,7.733860e-01,1.144100e-02
2.2960795,7.638320e-01,9.754000e-03
2.2960918,7.919300e-01,1.543500e-02
2.2961042,8.250540e-01,1.245000e-02
2.2961165,8.203570e-01,9.156000e-03
2.2961289,8.285680e-01,7.176000e-03
2.2961412,8.366140e-01,1.182700e-02
2.2961536,8.664750e-01,1.066000e-02
2.2961659,8.555250e-01,1.207200e-02
2.2961783,8.891440e-01,7.025000e-03
2.2961906,9.006630e-01,8.570000e-03
2.2962030,8.768670e-01,1.065700e-02
2.2962153,8.963320e-01,1.042500e-02
2.2962277,8.954320e-01,1.100100e-02
2.2962400,9.027720e-01,8.567000e-03
2.2962524,9.155500e-01,8.210000e-03
2.2962647,9.027540e-01,6.846000e-03
2.2962771,8.710320e-01,4.894000e-03
2.2962894,8.525050e-01,5.531000e-03
2.2963018,8.496370e-01,7.786000e-03
2.2963141,8.323030e-01,1.012700e-02
2.2963265,8.434590e-01,9.778000e-03
2.2963388,8.329230e-01,1.067800e-02
2.2963512,8.073970e-01,1.388600e-02
2.2963635,7.962800e-01,1.017100e-02
2.2963759,7.922470e-01,8.210000e-03
2.2963882,7.733740e-01,7.011000e-03
2.2964006,7.718970e-01,6.695000e-03
2.2964129,7.609180e-01,7.615000e-03
2.2964253,7.694770e-01,8.943000e-03
2.2964376,7.587660e-01,6.369000e-03
2.2964499,7.566760e-01,7.790000e-03
2.2964623,7.682710e-01,1.130700e-02
2.2964746,7.701840e-01,6.078000e-03
2.2964870,7.502640e-01,9.856000e-03
2.2964993,7.830940e-01,1.071100e-02
2.2965117,7.855680e-01,9.840000e-03
2.2965240,7.935210e-01,6.386000e-03
2.2965364,7.930190e-01,7.745000e-03
2.2965487,8.066970e-01,5.437000e-03
2.2965610,8.198090e-01,8.664000e-03
2.2965734,8.315780e-01,7.443000e-03
2.2965857,8.560150e-01,7.131000e-03
2.2965981,8.528830e-01,8.967000e-03
2.2966104,8.685780e-01,5.354000e-03
2.2966227,8.902940e-01,5.017000e-03
2.2966351,8.968030e-01,1.074200e-02
2.2966474,9.227420e-01,1.138300e-02
2.2966598,9.407960e-01,8.212000e-03
2.2966721,9.288450e-01,1.084600e-02
2.2966844,9.245280e-01,4.561000e-03
2.2966968,9.240470e-01,1.024400e-02
2.2967091,9.360840e-01,1.025000e-02
2.2967215,9.122410e-01,6.831000e-03
2.2967338,9.002480e-01,8.758000e-03
2.2967461,9.040000e-01,7.003000e-03
2.2967585,8.840000e-01,8.203000e-03
2.2967708,8.640390e-01,7.560000e-03
2.2967832,8.418240e-01,7.925000e-03
2.2967955,8.367990e-01,6.392000e-03
2.2968078,8.168430e-01,6.901000e-03
2.2968202,7.785230e-01,9.316000e-03
2.2968325,7.648910e-01,9.800000e-03
2.2968448,7.705400e-01,4.223000e-03
2.2968572,7.488650e-01,7.141000e-03
2.2968695,7.406080e-01,5.160000e-03
2.2968818,7.347560e-01,9.224000e-03
2.2968942,7.316520e-01,5.729000e-03
2.2969065,7.155520e-01,8.142000e-03
2.2969189,7.081320e-01,7.749000e-03
2.2969312,7.057210e-01,7.847000e-03
2.2969435,6.928780e-01,1.172100e-02
2.2969559,6.791380e-01,8.538000e-03
2.2969682,6.969540e-01,7.314000e-03
2.2969805,6.906020e-01,7.752000e-03
2.2969928,7.035620e-01,6.972000e-03
2.2970052,7.046060e-01,5.328000e-03
2.2970175,7.190180e-01,8.278000e-03
2.2970298,7.447900e-01,8.605000e-03
2.2970422,7.477420e-01,6.103000e-03
2.2970545,7.613920e-01,5.999000e-03
2.2970668,7.885420e-01,6.656000e-03
2.2970792,8.053560e-01,7.241000e-03
2.2970915,8.353580e-01,6.778000e-03
2.2971038,8.505190e-01,6.659000e-03
2.2971162,8.781990e-01,7.371000e-03
2.2971285,8.872030e-01,6.240000e-03
2.2971408,9.160680e-01,6.211000e-03
2.2971531,9.294550e-01,5.957000e-03
2.2971655,9.419870e-01,9.921000e-03
2.2971778,9.534770e-01,5.624000e-03
2.2971901,9.622030e-01,7.512000e-03
2.2972025,9.703010e-01,7.437000e-03
2.2972148,9.636700e-01,7.983000e-03
2.2972271,9.762410e-01,9.275000e-03
2.2972394,9.903060e-01,7.130000e-03
2.2972518,9.860660e-01,7.731000e-03
2.2972641,9.782030e-01,6.844000e-03
2.2972764,9.638280e-01,7.637000e-03
2.2972887,9.526120e-01,5.436000e-03
2.2973011,9.359090e-01,8.607000e-03
2.2973134,9.323210e-01,6.212000e-03
2.2973257,9.160410e-01,6.107000e-03
2.2973380,8.942400e-01,5.706000e-03
2.2973504,8.740620e-01,8.840000e-03
2.2973627,8.597460e-01,1.160000e-02
2.2973750,8.327840e-01,8.230000e-03
2.2973873,8.271080e-01,6.503000e-03
2.2973997,8.153620e-01,9.744000e-03
2.2974120,8.066910e-01,7.695000e-03
2.2974243,8.088500e-01,7.804000e-03
2.2974366,8.024190e-01,7.175000e-03
2.2974489,7.904190e-01,9.047000e-03
2.2974613,7.755110e-01,8.876000e-03
2.2974736,7.738200e-01,7.186000e-03
2.2974859,7.684450e-01,7.006000e-03
2.2974982,7.686520e-01,6.637000e-03
2.2975106,7.716150e-01,9.516000e-03
2.2975229,7.836080e-01,8.017000e-03
2.2975352,8.075510e-01,9.921000e-03
2.2975475,7.952810e-01,6.972000e-03
2.2975598,8.138110e-01,1.093800e-02
2.2975722,8.216380e-01,8.657000e-03
2.2975845,8.388460e-01,7.490000e-03
2.2975968,8.586620e-01,7.771000e-03
2.2976091,8.685310e-01,8.180000e-03
2.2976214,8.923210e-01,1.114600e-02
2.2976337,9.265510e-01,7.829000e-03
2.2976461,9.315380e-01,7.696000e-03
2.2976584,9.420260e-01,9.153000e-03
2.2976707,9.612900e-01,7.837000e-03
2.2976830,9.868850e-01,1.028400e-02
2.2976953,9.795130e-01,8.640000e-03
2.2977076,9.878320e-01,8.999000e-03
2.2977200,9.998590e-01,8.016000e-03
2.2977323,1.006671e+00,1.271300e-02
2.2977446,1.015485e+00,1.008700e-02
2.2977569,1.021356e+00,9.246000e-03
2.2977692,1.003502e+00,6.879000e-03
2.2977815,1.001566e+00,8.134000e-03
2.2977938,1.008624e+00,8.713000e-03
2.2978062,9.958360e-01,4.034000e-03
2.2978185,9.937040e-01,7.282000e-03
2.2978308,9.825700e-01,1.236100e-02
2.2978431,9.635880e-01,9.523000e-03
2.2978554,9.694730e-01,8.542000e-03
2.2978677,9.547910e-01,8.378000e-03
2.2978800,9.260760e-01,3.915000e-03
2.2978923,8.997320e-01,6.225000e-03
2.2979047,8.925290e-01,9.309000e-03
2.2979170,8.407400e-01,7.511000e-03
2.2979293,8.472510e-01,5.287000e-03
2.2979416,8.257610e-01,5.980000e-03
2.2979539,8.105080e-01,9.201000e-03
2.2979662,8.099460e-01,7.893000e-03
2.2979785,7.987840e-01,8.526000e-03
2.2979908,7.806530e-01,1.058200e-02
2.2980031,7.675900e-01,7.819000e-03
2.2980154,7.605410e-01,1.098100e-02
2.2980277,7.631640e-01,7.891000e-03
2.2980401,7.540990e-01,7.146000e-03
2.2980524,7.484510e-01,1.286600e-02
2.2980647,7.562780e-01,9.022000e-03
2.2980770,7.697950e-01,9.354000e-03
2.2980893,7.631480e-01,7.163000e-03
2.2981016,7.606060e-01,8.060000e-03
2.2981139,7.580570e-01,6.155000e-03
2.2981262,7.639300e-01,7.338000e-03
2.2981385,7.810940e-01,6.960000e-03
2.2981508,7.793380e-01,7.482000e-03
2.2981631,7.937540e-01,6.792000e-03
2.2981754,8.041480e-01,9.107000e-03
2.2981877,7.965410e-01,7.610000e-03
2.2982000,8.120140e-01,8.556000e-03
2.2982123,8.317290e-01,9.395000e-03
2.2982246,8.433330e-01,8.092000e-03
2.2982369,8.685780e-01,8.700000e-03
2.2982492,8.728040e-01,7.226000e-03
2.2982615,8.693400e-01,7.902000e-03
2.2982739,8.913590e-01,1.062300e-02
2.2982862,8.637370e-01,1.316800e-02
2.2982985,8.371590e-01,1.522200e-02
2.2983108,8.797370e-01,1.635400e-02
2.2983231,8.946860e-01,9.207000e-03
2.2983354,8.715730e-01,1.184600e-02
2.2983477,8.438390e-01,9.937000e-03
2.2983600,8.269710e-01,1.097400e-02
2.2983723,8.243840e-01,7.271000e-03
2.2983846,8.418250e-01,8.134000e-03
2.2983969,8.370480e-01,8.189000e-03
2.2984092,8.387920e-01,8.220000e-03
2.2984215,8.266480e-01,8.820000e-03
2.2984338,8.420310e-01,9.809000e-03
2.2984461,8.367250e-01,9.115000e-03
2.2984584,8.122700e-01,9.734000e-03
2.2984707,7.935390e-01,1.269200e-02
2.2984829,7.896860e-01,1.011900e-02
2.2984952,7.843100e-01,9.279000e-03
2.2985075,7.738480e-01,6.804000e-03
2.2985198,7.682230e-01,8.416000e-03
2.2985321,7.685500e-01,7.316000e-03
2.2985444,7.485130e-01,9.257000e-03
2.2985567,7.221230e-01,1.041700e-02
2.2985690,7.146040e-01,1.097700e-02
2.2985813,7.100950e-01,8.790000e-03
2.2985936,7.303280e-01,9.171000e-03
2.2986059,7.219200e-01,9.863000e-03
2.2986182,7.035860e-01,9.960000e-03
2.2986305,6.876040e-01,9.443000e-03
2.2986428,6.754990e-01,7.520000e-03
2.2986551,6.762800e-01,4.280000e-03
2.2986674,7.049090e-01,1.069600e-02
2.2986797,6.923960e-01,8.918000e-03
2.2986920,7.024260e-01,6.623000e-03
2.2987043,7.062460e-01,8.458000e-03
2.2987165,7.237030e-01,7.101000e-03
2.2987288,7.255270e-01,6.458000e-03
2.2987411,7.316260e-01,7.897000e-03
2.2987534,7.386300e-01,9.417000e-03
2.2987657,7.482800e-01,1.004700e-02
2.2987780,7.749710e-01,7.538000e-03
2.2987903,7.932640e-01,1.026400e-02
2.2988026,8.105020e-01,6.344000e-03
2.2988149,8.329380e-01,8.103000e-03
2.2988272,8.517950e-01,8.159000e-03
2.2988395,8.617120e-01,9.785000e-03
2.2988517,8.722600e-01,8.251000e-03
2.2988640,9.121160e-01,8.903000e-03
2.2988763,9.382870e-01,9.903000e-03
2.2988886,9.652890e-01,7.366000e-03
2.2989009,9.673820e-01,5.846000e-03
2.2989132,1.000666e+00,1.164100e-02
2.2989255,1.014769e+00,1.362600e-02
2.2989378,9.799600e-01,1.047700e-02
2.2989500,9.765200e-01,7.259000e-03
2.2989623,9.945210e-01,1.046700e-02
2.2989746,1.006999e+00,5.022000e-03
2.2989869,9.978470e-01,1.240000e-02
2.2989992,1.005438e+00,1.180500e-02
2.2990115,1.017377e+00,8.942000e-03
2.2990238,1.021363e+00,5.791000e-03
2.2990360,1.002987e+00,1.230600e-02
2.2990483,1.009494e+00,7.624000e-03
2.2990606,1.007622e+00,1.049500e-02
2.2990729,9.859390e-01,9.954000e-03
2.2990852,9.886250e-01,9.104000e-03
2.2990975,9.672400e-01,8.369000e-03
2.2991097,9.461990e-01,4.547000e-03
2.2991220,9.496650e-01,1.247400e-02
2.2991343,9.104280e-01,1.033500e-02
2.2991466,9.030660e-01,6.071000e-03
2.2991589,8.677430e-01,8.269000e-03
2.2991711,8.419020e-01,4.826000e-03
2.2991834,8.118590e-01,9.184000e-03
2.2991957,8.062700e-01,7.544000e-03
2.2992080,7.992110e-01,9.886000e-03
2.2992203,7.823990e-01,9.198000e-03
2.2992325,7.430550e-01,7.223000e-03
2.2992448,7.208010e-01,6.604000e-03
2.2992571,7.078750e-01,1.173100e-02
2.2992694,6.838870e-01,7.681000e-03
2.2992817,6.925110e-01,6.037000e-03
2.2992939,6.825200e-01,5.963000e-03
2.2993062,6.664290e-01,8.093000e-03
2.2993185,6.433690e-01,8.856000e-03
2.2993308,6.522190e-01,1.249800e-02
2.2993431,6.532740e-01,8.319000e-03
2.2993553,6.880760e-01,9.727000e-03
2.2993676,6.924780e-01,9.467000e-03
2.2993799,7.138500e-01,9.361000e-03
2.2993922,7.128180e-01,1.339000e-02
2.2994044,6.902000e-01,1.230700e-02
2.2994167,7.195690e-01,1.575400e-02
2.2994290,7.592290e-01,2.412900e-02
2.2994413,7.572470e-01,1.562500e-02
2.2994535,7.812680e-01,1.147900e-02
2.2994658,7.830140e-01,8.413000e-03
2.2994781,7.853400e-01,1.608100e-02
2.2994904,8.082510e-01,8.096000e-03
2.2995026,8.119220e-01,8.721000e-03
2.2995149,8.565450e-01,1.017200e-02
2.2995272,8.689440e-01,8.354000e-03
2.2995395,8.912230e-01,8.895000e-03
2.2995517,9.301830e-01,1.481800e-02
2.2995640,9.267240e-01,9.287000e-03
2.2995763,9.321370e-01,9.086000e-03
2.2995885,9.583050e-01,9.807000e-03
2.2996008,9.677090e-01,5.177000e-03
2.2996131,9.598880e-01,8.912000e-03
2.2996254,9.809080e-01,1.051600e-02
2.2996376,9.850520e-01,1.276500e-02
2.2996499,9.895210e-01,1.130200e-02
2.2996622,9.727560e-01,9.100000e-03
2.2996744,9.860080e-01,9.107000e-03
2.2996867,9.802590e-01,8.723000e-03
2.2996990,1.005213e+00,5.375000e-03
2.2997112,1.008801e+00,7.225000e-03
2.2997235,1.009340e+00,1.147700e-02
2.2997358,1.002744e+00,1.002600e-02
2.2997480,9.989430e-01,7.474000e-03
2.2997603,9.963800e-01,7.353000e-03
2.2997726,9.865570e-01,6.140000e-03
2.2997848,9.635470e-01,1.268500e-02
2.2997971,9.758490e-01,1.157400e-02
2.2998094,9.389380e-01,1.283100e-02
2.2998216,9.323310e-01,8.517000e-03
2.2998339,9.248520e-01,8.600000e-03
2.2998462,8.924100e-01,8.480000e-03
2.2998584,8.934920e-01,9.432000e-03
2.2998707,8.668470e-01,6.968000e-03
2.2998830,8.363180e-01,1.041900e-02
2.2998952,8.219800e-01,9.210000e-03
2.2999075,8.056780e-01,8.373000e-03
2.2999198,7.752280e-01,8.407000e-03
2.2999320,7.754770e-01,1.093100e-02
2.2999443,7.614130e-01,8.221000e-03
2.2999565,7.539380e-01,1.203000e-02
2.2999688,7.519180e-01,9.804000e-03
2.2999811,7.339520e-01,7.120000e-03
2.2999933,7.375840e-01,1.019000e-02
2.3000056,7.480190e-01,8.764000e-03
2.3000179,7.412850e-01,1.178200e-02
2.3000301,7.617230e-01,1.117400e-02
2.3000424,7.080630e-01,1.736100e-02
2.3000546,7.138800e-01,1.108700e-02
2.3000669,7.471600e-01,1.343600e-02
2.3000792,7.561510e-01,1.201300e-02
2.3000914,7.922180e-01,1.251500e-02
2.3001037,7.876320e-01,8.476000e-03
2.3001159,8.103890e-01,9.132000e-03
2.3001282,8.258600e-01,9.758000e-03
2.3001405,8.277410e-01,9.543000e-03
2.3001527,8.701530e-01,1.521100e-02
2.3001650,8.559720e-01,1.368100e-02
2.3001772,8.601140e-01,9.289000e-03
2.3001895,8.818860e-01,1.237500e-02
2.3002017,8.904250e-01,1.630500e-02
2.3002140,9.326220e-01,1.001800e-02
2.3038344,9.242550e-01,6.797000e-03
2.3038465,9.174730e-01,1.059700e-02
2.3038586,9.053680e-01,1.157900e-02
2.3038708,8.772500e-01,8.843000e-03
2.3038829,8.284720e-01,1.235600e-02
2.3038950,7.944000e-01,1.307300e-02
2.3039072,8.060200e-01,1.016900e-02
2.3039193,7.981760e-01,1.027800e-02
2.3039314,7.422560e-01,8.718000e-03
2.3039435,7.050830e-01,8.729000e-03
2.3039557,7.088920e-01,7.487000e-03
2.3039678,7.073050e-01,8.778000e-03
2.3039799,6.735230e-01,7.417000e-03
2.3039921,6.769760e-01,7.749000e-03
2.3040042,6.597650e-01,7.340000e-03
2.3040163,6.463510e-01,1.022100e-02
2.3040285,6.453330e-01,1.093700e-02
2.3040406,6.332330e-01,1.102200e-02
2.3040527,6.435780e-01,8.590000e-03
2.3040648,6.398040e-01,5.545000e-03
2.3040770,6.377570e-01,1.136800e-02
2.3040891,6.396190e-01,9.143000e-03
2.3041012,6.423300e-01,1.163800e-02
2.3041133,6.667650e-01,1.189100e-02
2.3041255,6.592650e-01,7.367000e-03
2.3041376,6.893780e-01,1.011000e-02
2.3041497,6.973570e-01,7.870000e-03
2.3041618,7.165710e-01,1.155300e-02
2.3041740,7.456010e-01,9.718000e-03
2.3041861,7.576810e-01,9.012000e-03
2.3041982,7.744480e-01,8.562000e-03
2.3042103,7.981820e-01,1.098900e-02
2.3042225,8.362200e-01,1.131600e-02
2.3042346,8.465560e-01,7.621000e-03
2.3042467,8.810210e-01,5.838000e-03
2.3042588,8.943800e-01,8.881000e-03
2.3042709,9.156230e-01,8.156000e-03
2.3042831,9.436340e-01,7.680000e-03
2.3042952,9.576740e-01,9.415000e-03
2.3043073,9.723800e-01,1.019600e-02
2.3043194,9.834530e-01,8.994000e-03
2.3043315,9.921260e-01,1.127200e-02
2.3043437,1.011738e+00,1.034500e-02
2.3043558,1.024336e+00,5.681000e-03
2.3043679,1.001150e+00,1.313500e-02
2.3043800,1.010922e+00,1.049000e-02
2.3043921,1.021200e+00,7.675000e-03
2.3044042,1.060227e+00,1.505800e-02
2.3044164,1.057795e+00,1.625400e-02
2.3044285,1.042656e+00,1.335000e-02
2.3044406,1.087629e+00,1.838700e-02
2.3044527,1.062018e+00,1.260300e-02
2.3044648,1.031269e+00,1.510700e-02
2.3044769,1.034985e+00,1.391100e-02
2.3044891,1.049593e+00,8.450000e-03
2.3045012,1.028971e+00,7.498000e-03
2.3045133,1.024930e+00,1.034500e-02
2.3045254,1.026170e+00,1.390500e-02
2.3045375,1.023530e+00,5.325000e-03
2.3045496,1.022555e+00,6.338000e-03
2.3045617,1.034222e+00,8.094000e-03
2.3045738,1.050962e+00,6.913000e-03
2.3045860,1.027090e+00,6.119000e-03
2.3045981,1.020977e+00,1.212900e-02
2.3046102,1.028663e+00,1.181500e-02
2.3046223,1.012618e+00,1.082400e-02
2.3046344,1.012401e+00,8.785000e-03
2.3046465,9.912200e-01,1.321600e-02
2.3046586,1.012547e+00,8.373000e-03
2.3046707,1.005597e+00,1.501000e-02
2.3046828,1.000100e+00,8.983000e-03
2.3046950,9.789820e-01,1.453900e-02
2.3047071,9.915280e-01,9.678000e-03
2.3047192,9.610840e-01,1.065800e-02
2.3047313,9.557130e-01,1.062900e-02
2.3047434,9.606560e-01,1.122600e-02
2.3047555,9.342970e-01,8.541000e-03
2.3047676,9.334200e-01,7.063000e-03
2.3047797,9.147330e-01,7.463000e-03
2.3047918,8.974350e-01,9.970000e-03
2.3048039,8.864250e-01,1.117800e-02
2.3048160,8.589000e-01,7.356000e-03
2.3048281,8.464520e-01,9.320000e-03
2.3048402,8.162760e-01,9.465000e-03
2.3048523,7.939420e-01,8.381000e-03
2.3048644,7.656620e-01,8.863000e-03
2.3048765,7.473050e-01,8.660000e-03
2.3048886,7.222070e-01,9.877000e-03
2.3049008,7.069170e-01,9.219000e-03
2.3049129,6.676280e-01,1.035000e-02
2.3049250,6.616750e-01,9.726000e-03
2.3049371,6.453760e-01,1.119800e-02
2.3049492,6.398030e-01,1.065700e-02
2.3049613,6.215250e-01,8.503000e-03
2.3049734,5.954480e-01,1.162300e-02
2.3049855,6.199090e-01,1.280300e-02
2.3049976,6.050210e-01,1.640300e-02
2.3050097,6.020840e-01,7.639000e-03
2.3050218,5.961470e-01,1.064000e-02
2.3050339,6.057690e-01,6.773000e-03
2.3050460,6.116310e-01,4.907000e-03
2.3050581,6.225660e-01,6.763000e-03
2.3050702,6.314470e-01,8.206000e-03
2.3050823,6.342880e-01,1.022600e-02
2.3050944,6.565810e-01,7.463000e-03
2.3051064,6.820350e-01,6.514000e-03
2.3051185,7.061020e-01,8.160000e-03
2.3051306,7.204770e-01,8.553000e-03
2.3051427,7.610100e-01,1.044600e-02
2.3051548,7.841690e-01,7.159000e-03
2.3051669,7.984010e-01,8.789000e-03
2.3051790,8.350430e-01,1.075800e-02
2.3051911,8.505280e-01,6.835000e-03
2.3052032,8.784910e-01,6.403000e-03
2.3052153,8.921970e-01,6.378000e-03
2.3052274,9.262620e-01,6.601000e-03
2.3052395,9.430540e-01,6.761000e-03
2.3052516,9.596940e-01,8.691000e-03
2.3052637,9.691360e-01,7.210000e-03
2.3052758,9.658830e-01,7.101000e-03
2.3052879,9.860500e-01,7.309000e-03
2.3053000,9.964460e-01,6.206000e-03
2.3053120,1.012564e+00,8.572000e-03
2.3053241,1.018421e+00,1.308400e-02
2.3053362,1.023475e+00,9.605000e-03
2.3053483,1.026811e+00,5.313000e-03
2.3053604,1.033765e+00,7.036000e-03
2.3053725,1.036413e+00,5.018000e-03
2.3053846,1.033652e+00,9.405000e-03
2.3053967,1.032581e+00,1.091800e-02
2.3054088,1.040192e+00,7.896000e-03
2.3054209,1.064012e+00,6.766000e-03
2.3054329,1.036249e+00,7.144000e-03
2.3054450,1.009730e+00,1.264500e-02
2.3054571,1.004905e+00,1.175400e-02
2.3054692,1.015409e+00,6.968000e-03
2.3054813,1.017899e+00,9.686000e-03
2.3054934,1.025512e+00,1.211500e-02
2.3055055,9.892660e-01,1.350500e-02
2.3055175,9.620010e-01,8.478000e-03
2.3055296,9.616090e-01,9.737000e-03
2.3055417,9.659480e-01,9.762000e-03
2.3055538,9.546740e-01,1.150400e-02
2.3055659,9.413380e-01,8.708000e-03
2.3055780,9.267640e-01,5.310000e-03
2.3055900,9.293210e-01,9.391000e-03
2.3056021,9.262320e-01,5.641000e-03
2.3056142,9.215720e-01,5.467000e-03
2.3056263,9.204420e-01,8.233000e-03
2.3056384,9.016280e-01,5.498000e-03
2.3056505,8.949790e-01,8.085000e-03
2.3056625,8.839970e-01,5.438000e-03
2.3056746,8.711680e-01,8.701000e-03
2.3056867,8.354260e-01,7.428000e-03
2.3056988,8.350810e-01,6.963000e-03
2.3057109,8.305450e-01,6.488000e-03
2.3057229,7.994120e-01,5.581000e-03
2.3057350,8.011700e-01,1.099000e-02
2.3057471,7.880980e-01,7.966000e-03
2.3057592,7.622360e-01,8.287000e-03
2.3057713,7.525970e-01,7.986000e-03
2.3057833,7.102820e-01,9.556000e-03
2.3057954,7.047730e-01,6.224000e-03
2.3058075,6.796700e-01,8.349000e-03
2.3058196,6.566810e-01,7.172000e-03
2.3058316,6.539930e-01,6.686000e-03
2.3058437,6.222620e-01,6.718000e-03
2.3058558,6.119420e-01,7.869000e-03
2.3058679,5.986000e-01,9.185000e-03
2.3058799,5.858390e-01,6.716000e-03
2.3058920,5.696890e-01,8.449000e-03
2.3059041,5.600730e-01,7.136000e-03
2.3059162,5.562100e-01,6.027000e-03
2.3059282,5.534810e-01,7.222000e-03
2.3059403,5.393400e-01,5.096000e-03
2.3059524,5.368850e-01,6.666000e-03
2.3059645,5.711440e-01,6.968000e-03
2.3059765,5.627770e-01,4.963000e-03
2.3059886,5.677100e-01,5.863000e-03
2.3060007,5.790780e-01,8.791000e-03
2.3060127,5.995000e-01,1.107500e-02
2.3060248,6.144200e-01,8.667000e-03
2.3060369,6.311150e-01,1.020600e-02
2.3060490,6.563760e-01,8.640000e-03
2.3060610,6.809550e-01,6.528000e-03
2.3060731,7.061110e-01,3.450000e-03
2.3060852,7.280630e-01,6.824000e-03
2.3060972,7.497790e-01,1.203300e-02
2.3061093,7.884040e-01,1.121500e-02
2.3061214,8.126930e-01,6.290000e-03
2.3061334,8.366920e-01,8.943000e-03
2.3061455,8.670190e-01,6.171000e-03
2.3061576,8.734340e-01,9.905000e-03
2.3061696,8.915220e-01,9.148000e-03
2.3061817,9.294990e-01,7.283000e-03
2.3061938,9.331440e-01,5.580000e-03
2.3062058,9.632160e-01,8.468000e-03
2.3062179,9.675130e-01,6.503000e-03
2.3062300,9.874910e-01,6.404000e-03
2.3062420,1.000035e+00,7.233000e-03
2.3062541,1.007350e+00,9.082000e-03
2.3062662,1.012636e+00,5.147000e-03
2.3062782,1.020479e+00,6.661000e-03
2.3062903,1.014358e+00,9.685000e-03
2.3063023,1.034455e+00,5.892000e-03
2.3063144,1.040569e+00,7.712000e-03
2.3063265,1.032723e+00,9.873000e-03
2.3063385,1.043480e+00,6.430000e-03
2.3063506,1.037470e+00,5.072000e-03
2.3063627,1.063333e+00,9.495000e-03
2.3063747,1.065587e+00,5.551000e-03
2.3063868,1.059684e+00,9.597000e-03
2.3063988,1.046923e+00,7.004000e-03
2.3064109,1.049490e+00,5.052000e-03
2.3064230,1.060276e+00,7.341000e-03
2.3064350,1.076169e+00,7.403000e-03
2.3064471,1.071893e+00,7.378000e-03
2.3064591,1.056603e+00,8.259000e-03
2.3064712,1.059337e+00,6.699000e-03
2.3064832,1.070382e+00,6.293000e-03
2.3064953,1.073096e+00,4.834000e-03
2.3065074,1.068444e+00,9.963000e-03
2.3065194,1.076736e+00,9.400000e-03
2.3065315,1.055791e+00,8.537000e-03
2.3065435,1.065131e+00,8.163000e-03
2.3065556,1.065438e+00,1.039300e-02
2.3065676,1.031192e+00,1.035300e-02
2.3065797,1.007136e+00,1.108700e-02
2.3065918,1.012208e+00,1.329700e-02
2.3066038,1.046482e+00,1.099400e-02
2.3066159,1.023090e+00,1.714700e-02
2.3066279,1.025219e+00,6.532000e-03
2.3066400,1.015976e+00,6.872000e-03
2.3066520,1.000746e+00,4.938000e-03
2.3066641,1.006609e+00,9.578000e-03
2.3066761,9.929020e-01,5.165000e-03
2.3066882,9.749340e-01,7.461000e-03
2.3067002,9.774250e-01,6.407000e-03
2.3067123,9.524690e-01,5.059000e-03
2.3067243,9.323090e-01,6.338000e-03
2.3067364,9.359070e-01,8.111000e-03
2.3067484,9.108640e-01,8.125000e-03
2.3067605,8.931160e-01,7.362000e-03
2.3067725,8.642460e-01,7.660000e-03
2.3067846,8.543770e-01,5.011000e-03
2.3067966,8.300420e-01,7.727000e-03
2.3068087,8.054300e-01,5.254000e-03
2.3068207,7.719080e-01,7.501000e-03
