2.299996e+00 3.267532e-07
2.300000e+00 3.332861e-07
2.300005e+00 3.396842e-07
2.300010e+00 3.459434e-07
2.300015e+00 3.520597e-07
2.300020e+00 3.580290e-07
2.300024e+00 3.638473e-07
2.300029e+00 3.695109e-07
2.300034e+00 3.750159e-07
2.300039e+00 3.803588e-07
2.300044e+00 3.855359e-07
2.300048e+00 3.905440e-07
2.300053e+00 3.953798e-07
2.300058e+00 4.000403e-07
2.300063e+00 4.045226e-07
2.300068e+00 4.088240e-07
2.300072e+00 4.129418e-07
2.300077e+00 4.168738e-07
2.300082e+00 4.206177e-07
2.300087e+00 4.241715e-07
2.300092e+00 4.275332e-07
2.300096e+00 4.307012e-07
2.300101e+00 4.336739e-07
2.300106e+00 4.364498e-07
2.300111e+00 4.390278e-07
2.300116e+00 4.414066e-07
2.300120e+00 4.435853e-07
2.300125e+00 4.455632e-07
2.300130e+00 4.473394e-07
2.300135e+00 4.489135e-07
2.300140e+00 4.502849e-07
2.300144e+00 4.514534e-07
2.300149e+00 4.524187e-07
2.300154e+00 4.531808e-07
2.300159e+00 4.537395e-07
2.300164e+00 4.540951e-07
2.300168e+00 4.542477e-07
2.300173e+00 4.541979e-07
2.300178e+00 4.539458e-07
2.300183e+00 4.534921e-07
2.300188e+00 4.528374e-07
2.300192e+00 4.519825e-07
2.300197e+00 4.509281e-07
2.300202e+00 4.496751e-07
2.300207e+00 4.482246e-07
2.300212e+00 4.465778e-07
2.300216e+00 4.447358e-07
2.300221e+00 4.427000e-07
2.300226e+00 4.404717e-07
2.300231e+00 4.380526e-07
2.300236e+00 4.354443e-07
2.300240e+00 4.326486e-07
2.300245e+00 4.296672e-07
2.300250e+00 4.265021e-07
2.300255e+00 4.231556e-07
2.300260e+00 4.196298e-07
2.300264e+00 4.159270e-07
2.300269e+00 4.120496e-07
2.300274e+00 4.080003e-07
2.300279e+00 4.037818e-07
2.300284e+00 3.993968e-07
2.300288e+00 3.948484e-07
2.300293e+00 3.901395e-07
2.300298e+00 3.852733e-07
2.300303e+00 3.802532e-07
2.300308e+00 3.750825e-07
2.300312e+00 3.697647e-07
2.300317e+00 3.643034e-07
2.300322e+00 3.587022e-07
2.300327e+00 3.529651e-07
2.300332e+00 3.470956e-07
2.300336e+00 3.410978e-07
2.300341e+00 3.349755e-07
2.300346e+00 3.287327e-07
2.300351e+00 3.223734e-07
2.300356e+00 3.159013e-07
2.300360e+00 3.093205e-07
2.300365e+00 3.026346e-07
2.300370e+00 2.958474e-07
2.300375e+00 2.889624e-07
2.300380e+00 2.819828e-07
2.300384e+00 2.749118e-07
2.300389e+00 2.677523e-07
2.300394e+00 2.605064e-07
2.300399e+00 2.531762e-07
2.300404e+00 2.457631e-07
2.300408e+00 2.382677e-07
2.300413e+00 2.306897e-07
2.300418e+00 2.230279e-07
2.300423e+00 2.152800e-07
2.300428e+00 2.074420e-07
2.300432e+00 1.995082e-07
2.300437e+00 1.914710e-07
2.300442e+00 1.833202e-07
2.300447e+00 1.750428e-07
2.300452e+00 1.666225e-07
2.300456e+00 1.580398e-07
2.300461e+00 1.492710e-07
2.300466e+00 1.402888e-07
2.300471e+00 1.310631e-07
2.300476e+00 1.215615e-07
2.300480e+00 1.117537e-07
2.300485e+00 1.016198e-07
2.300490e+00 9.116696e-08
2.300495e+00 8.044431e-08
2.300500e+00 6.953898e-08
2.300504e+00 5.859352e-08
2.300509e+00 4.786435e-08
2.300514e+00 3.773079e-08
2.300519e+00 2.862859e-08
2.300524e+00 2.092401e-08
2.300528e+00 1.474486e-08
2.300533e+00 9.613870e-09
2.300538e+00 3.767338e-09
2.300543e+00 7.972306e-10
2.300548e+00 8.876577e-10
2.300552e+00 4.306791e-09
2.300557e+00 1.009361e-08
2.300562e+00 1.526253e-08
2.300567e+00 2.157907e-08
2.300572e+00 2.942474e-08
2.300576e+00 3.864174e-08
2.300581e+00 4.885315e-08
2.300586e+00 5.962975e-08
2.300591e+00 7.060431e-08
2.300596e+00 8.151614e-08
2.300600e+00 9.220696e-08
2.300605e+00 1.025970e-07
2.300610e+00 1.126591e-07
2.300615e+00 1.223977e-07
2.300620e+00 1.318341e-07
2.300624e+00 1.409971e-07
2.300629e+00 1.499170e-07
2.300634e+00 1.586230e-07
2.300639e+00 1.671414e-07
2.300644e+00 1.754947e-07
2.300648e+00 1.837020e-07
2.300653e+00 1.917786e-07
2.300658e+00 1.997370e-07
2.300663e+00 2.075867e-07
2.300668e+00 2.153351e-07
2.300672e+00 2.229874e-07
2.300677e+00 2.305469e-07
2.300682e+00 2.380159e-07
2.300687e+00 2.453953e-07
2.300692e+00 2.526851e-07
2.300696e+00 2.598844e-07
2.300701e+00 2.669917e-07
2.300706e+00 2.740049e-07
2.300711e+00 2.809217e-07
2.300716e+00 2.877392e-07
2.300720e+00 2.944542e-07
2.300725e+00 3.010636e-07
2.300730e+00 3.075639e-07
2.300735e+00 3.139515e-07
2.300740e+00 3.202228e-07
2.300744e+00 3.263742e-07
2.300749e+00 3.324018e-07
2.300754e+00 3.383022e-07
2.300759e+00 3.440717e-07
2.300764e+00 3.497067e-07
2.300768e+00 3.552037e-07
2.300773e+00 3.605593e-07
2.300778e+00 3.657704e-07
2.300783e+00 3.708336e-07
2.300788e+00 3.757459e-07
2.300792e+00 3.805044e-07
2.300797e+00 3.851063e-07
2.300802e+00 3.895489e-07
2.300807e+00 3.938299e-07
2.300812e+00 3.979465e-07
2.300816e+00 4.018969e-07
2.300821e+00 4.056788e-07
2.300826e+00 4.092903e-07
2.300831e+00 4.127296e-07
2.300836e+00 4.159951e-07
2.300840e+00 4.190852e-07
2.300845e+00 4.219985e-07
2.300850e+00 4.247339e-07
2.300855e+00 4.272902e-07
2.300860e+00 4.296664e-07
2.300864e+00 4.318616e-07
2.300869e+00 4.338751e-07
2.300874e+00 4.357062e-07
2.300879e+00 4.373545e-07
2.300884e+00 4.388195e-07
2.300888e+00 4.401009e-07
2.300893e+00 4.411984e-07
2.300898e+00 4.421120e-07
2.300903e+00 4.428417e-07
2.300908e+00 4.433875e-07
2.300912e+00 4.437496e-07
2.300917e+00 4.439283e-07
2.300922e+00 4.439238e-07
2.300927e+00 4.437367e-07
2.300932e+00 4.433673e-07
2.300936e+00 4.428163e-07
2.300941e+00 4.420844e-07
2.300946e+00 4.411723e-07
2.300951e+00 4.400808e-07
2.300956e+00 4.388110e-07
2.300961e+00 4.373636e-07
2.300965e+00 4.357399e-07
2.300970e+00 4.339410e-07
2.300975e+00 4.319682e-07
2.300980e+00 4.298227e-07
2.300985e+00 4.275060e-07
2.300989e+00 4.250197e-07
2.300994e+00 4.223652e-07
2.300999e+00 4.195442e-07
2.301004e+00 4.165587e-07
2.301009e+00 4.134104e-07
2.301013e+00 4.101013e-07
2.301018e+00 4.066334e-07
2.301023e+00 4.030089e-07
2.301028e+00 3.992301e-07
2.301033e+00 3.952994e-07
2.301037e+00 3.912191e-07
2.301042e+00 3.869918e-07
2.301047e+00 3.826202e-07
2.301052e+00 3.781069e-07
2.301057e+00 3.734549e-07
2.301061e+00 3.686670e-07
2.301066e+00 3.637463e-07
2.301071e+00 3.586958e-07
2.301076e+00 3.535187e-07
2.301081e+00 3.482181e-07
2.301085e+00 3.427975e-07
2.301090e+00 3.372600e-07
2.301095e+00 3.316092e-07
2.301100e+00 3.258483e-07
2.301105e+00 3.199810e-07
2.301109e+00 3.140104e-07
2.301114e+00 3.079402e-07
2.301119e+00 3.017737e-07
2.301124e+00 2.955143e-07
2.301129e+00 2.891651e-07
2.301133e+00 2.827296e-07
2.301138e+00 2.762107e-07
2.301143e+00 2.696112e-07
2.301148e+00 2.629340e-07
2.301153e+00 2.561815e-07
2.301157e+00 2.493559e-07
2.301162e+00 2.424590e-07
2.301167e+00 2.354922e-07
2.301172e+00 2.284564e-07
2.301177e+00 2.213519e-07
2.301181e+00 2.141782e-07
2.301186e+00 2.069340e-07
2.301191e+00 1.996170e-07
2.301196e+00 1.922236e-07
2.301201e+00 1.847489e-07
2.301205e+00 1.771862e-07
2.301210e+00 1.695272e-07
2.301215e+00 1.617613e-07
2.301220e+00 1.538756e-07
2.301225e+00 1.458550e-07
2.301229e+00 1.376817e-07
2.301234e+00 1.293362e-07
2.301239e+00 1.207975e-07
2.301244e+00 1.120455e-07
2.301249e+00 1.030632e-07
2.301253e+00 9.384184e-08
2.301258e+00 8.438863e-08
2.301263e+00 7.473748e-08
2.301268e+00 6.496393e-08
2.301273e+00 5.520271e-08
2.301278e+00 4.566225e-08
2.301282e+00 3.662344e-08
2.301287e+00 2.840572e-08
2.301292e+00 2.129403e-08
2.301297e+00 1.543903e-08
2.301302e+00 1.073510e-08
2.301306e+00 6.307086e-09
2.301311e+00 1.606705e-09
2.301316e+00 4.227753e-10
2.301321e+00 1.002043e-09
2.301326e+00 4.953761e-09
2.301330e+00 9.628471e-09
2.301335e+00 1.411523e-08
2.301340e+00 1.964585e-08
2.301345e+00 2.643814e-08
2.301350e+00 3.439398e-08
2.301354e+00 4.325024e-08
2.301359e+00 5.268497e-08
2.301364e+00 6.240264e-08
2.301369e+00 7.217614e-08
2.301374e+00 8.185315e-08
2.301378e+00 9.134436e-08
2.301383e+00 1.006063e-07
2.301388e+00 1.096259e-07
2.301393e+00 1.184083e-07
2.301398e+00 1.269685e-07
2.301402e+00 1.353262e-07
2.301407e+00 1.435019e-07
2.301412e+00 1.515155e-07
2.301417e+00 1.593848e-07
2.301422e+00 1.671254e-07
2.301426e+00 1.747506e-07
2.301431e+00 1.822713e-07
2.301436e+00 1.896960e-07
2.301441e+00 1.970317e-07
2.301446e+00 2.042834e-07
2.301450e+00 2.114547e-07
2.301455e+00 2.185481e-07
2.301460e+00 2.255649e-07
2.301465e+00 2.325057e-07
2.301470e+00 2.393700e-07
2.301474e+00 2.461571e-07
2.301479e+00 2.528655e-07
2.301484e+00 2.594933e-07
2.301489e+00 2.660385e-07
2.301494e+00 2.724985e-07
2.301498e+00 2.788706e-07
2.301503e+00 2.851520e-07
2.301508e+00 2.913396e-07
