# Line list of the E ^4^{Pi} - A ^4^{Pi} transition of FeH, 
# Table 5 of Hargreaves et al., 2010, AJ, 140, 919
wavenumber,intensity,e_lower,einsteinA,j_lower,branch,omega
6078.90625,1.300501e-19,2250.0,,,,
6078.8789062,7.960199999999999e-20,2250.0,,,,
6078.7973633,2.0417979999999997e-19,2250.0,,,,
6078.7470703,5.738869e-20,2250.0,,,,
6078.5952148,7.824861999999999e-20,2250.0,,,,
6078.4599609,2.5211919999999997e-19,2250.0,,,,
6078.3730469,7.394817999999999e-20,2250.0,,,,
6077.9345703,7.777789e-20,2250.0,,,,
6077.9257812,1.0339599999999999e-19,2250.0,,,,
6077.862793,5.893586e-20,2250.0,,,,
6077.7636719,1.0532189999999999e-19,2250.0,,,,
6077.6757812,9.561978e-20,2250.0,,,,
6077.6259766,5.253539e-20,2250.0,,,,
6077.5966797,1.266761e-19,2250.0,,,,
6077.480957,1.194008e-19,2250.0,,,,
6077.3828125,9.926015e-20,2250.0,,,,
6077.3544922,4.9865069999999995e-20,2250.0,,,,
6077.1416016,1.9992759999999998e-19,2250.0,,,,
6076.9472656,5.914136e-20,2250.0,,,,
6076.4672852,6.698504999999999e-20,2250.0,,,,
6076.3842773,3.8945169999999998e-19,2250.0,,,,
6076.2558594,6.182171999999999e-20,2250.0,,,,
6076.1245117,1.8808999999999998e-19,2250.0,,,,
6076.0771484,5.812838999999999e-20,2250.0,,,,
6075.9995117,1.7485009999999998e-19,2250.0,,,,
6075.7358398,3.127528e-20,2250.0,,,,
6075.7060547,7.36677e-20,2250.0,,,,
6075.5297852,2.18235e-19,2250.0,,,,
6075.4086914,1.5869619999999998e-19,2250.0,,,,
6075.3383789,6.124006e-19,2250.0,,,,
6075.1162109,6.941837e-20,2250.0,,,,
6075.0688477,3.184101e-20,2250.0,,,,
6075.0449219,7.268527e-20,2250.0,,,,
6074.8798828,8.455053999999999e-20,2250.0,,,,
6074.7875977,1.277996e-19,2250.0,,,,
6074.5737305,9.02977e-20,2250.0,,,,
6074.5068359,6.208865e-20,2250.0,,,,
6074.4799805,4.515769e-20,2250.0,,,,
6074.2763672,2.2380439999999998e-21,2250.0,,,,
6074.2387695,8.178287999999999e-20,2250.0,,,,
6073.9902344,1.252978e-19,2250.0,,,,
6073.824707,1.9197099999999997e-19,2250.0,,,,
6073.7905273,3.2680659999999995e-19,2250.0,,,,
6073.5791016,7.027033999999999e-19,2250.0,,,,
6073.3691406,8.5928199999999995e-19,2250.0,,,,
6073.2055664,1.247394e-19,2250.0,,,,
6073.1533203,8.948750999999999e-20,2250.0,,,,
6072.9150391,4.5779119999999996e-20,2250.0,,,,
6072.8867188,6.726025e-20,2250.0,,,,
6072.6694336,1.792311e-19,2250.0,,,,
6072.3691406,1.249142e-19,2250.0,,,,
6072.2749023,1.2616249999999999e-19,2250.0,,,,
6072.1704102,2.1625709999999999e-19,2250.0,,,,
6072.0874023,3.440837e-19,2250.0,,,,
6071.9726562,3.24593e-19,2250.0,,,,
6071.9003906,2.470746e-19,2250.0,,,,
6071.7905273,1.4463999999999998e-19,2250.0,,,,
6071.7333984,7.017113e-20,2250.0,,,,
6071.4287109,1.8812949999999998e-19,2250.0,,,,
6071.3115234,1.719086e-19,2250.0,,,,
6071.2827148,2.882335e-20,2250.0,,,,
6071.1660156,1.442943e-18,1424.91,67879.04,5.5,P,0.5e
6071.1176758,1.48888e-18,3306.44,64204.85,16.5,R,0.5e
6071.0483398,1.127352e-19,2250.0,,,,
6070.9897461,1.585668e-19,2250.0,,,,
6070.8964844,2.070861e-19,2250.0,,,,
6070.8530273,9.303408e-20,2250.0,,,,
6070.8110352,1.025659e-19,2250.0,,,,
6070.7216797,6.047994e-20,2250.0,,,,
6070.6264648,1.18649e-19,1782.43,425.5847,8.5,Q,0.5f
6070.5874023,6.353307e-20,2250.0,,,,
6070.5229492,1.254099e-19,2250.0,,,,
6070.4848633,6.847661e-20,2250.0,,,,
6070.4516602,8.830779999999999e-20,2250.0,,,,
6070.4033203,2.6614959999999996e-19,2250.0,,,,
6070.3120117,8.655022999999999e-20,2250.0,,,,
6069.9506836,6.640062999999999e-19,2250.0,,,,
6069.8798828,5.829043999999999e-20,2250.0,,,,
6069.7475586,8.445129e-20,2250.0,,,,
6069.5004883,6.545942e-20,2250.0,,,,
6069.4545898,2.5663369999999997e-19,2250.0,,,,
6069.2841797,1.4356059999999998e-19,1382.6,5056.944,6.5,Q,1.5e
6069.253418,9.548322e-20,2250.0,,,,
6069.0737305,1.5376550000000001e-18,2094.82,588.3788,11.5,R,1.5f
6068.9956055,9.989498e-20,2250.0,,,,
6068.8828125,7.854587e-20,2250.0,,,,
6068.8369141,5.752070999999999e-20,2250.0,,,,
6068.609375,4.561733e-19,2250.0,,,,
6068.4516602,9.290543e-20,2250.0,,,,
6068.4008789,9.946583999999999e-20,2250.0,,,,
6068.1025391,3.4916679999999996e-19,2250.0,,,,
6068.0073242,1.2587019999999998e-19,2250.0,,,,
6067.9321289,1.4501999999999999e-19,2250.0,,,,
6067.909668,2.4764169999999996e-19,2250.0,,,,
6067.4389648,9.325335e-20,2250.0,,,,
6067.3706055,2.391377e-19,1772.14,424.8973,8.5,Q,0.5e
6067.1728516,7.639743999999999e-20,2250.0,,,,
6067.125,2.9487829999999996e-19,1232.2,14803.69,6.5,Q,2.5f
6066.828125,2.76585e-19,2250.0,,,,
6066.7651367,7.151615999999999e-20,2250.0,,,,
6066.6899414,5.0400759999999997e-20,2250.0,,,,
6066.574707,5.098109e-20,2250.0,,,,
6066.1665039,1.8947029999999998e-19,1230.3,14796.73,6.5,Q,2.5e
6066.0834961,2.2881859999999998e-20,2250.0,,,,
6066.0283203,2.1052599999999998e-19,2250.0,,,,
6065.5844727,1.9410149999999998e-19,2250.0,,,,
6065.4956055,2.364943e-19,2250.0,,,,
6065.331543,5.846737e-20,2250.0,,,,
6065.3022461,8.387138e-20,2250.0,,,,
6064.8266602,6.633365999999999e-20,2250.0,,,,
6064.5795898,2.46918e-18,2250.0,,,,
6064.4575195,3.6980339999999995e-19,2250.0,,,,
6064.0629883,8.856804e-20,2250.0,,,,
6063.815918,6.475858999999999e-19,2250.0,,,,
6063.7514648,2.514961e-19,2250.0,,,,
6063.715332,7.60319e-19,2250.0,,,,
6063.5776367,1.750014e-18,2204.04,63564.0,13.5,R,2.5f
6063.0068359,3.6949429999999997e-19,2250.0,,,,
6062.8603516,2.432949e-19,2250.0,,,,
6062.8037109,5.583368999999999e-20,2250.0,,,,
6062.7807617,7.073605e-20,2250.0,,,,
6062.6928711,3.2289219999999995e-19,2250.0,,,,
6062.3935547,3.150682e-19,2250.0,,,,
6062.1953125,1.020981e-18,2250.0,,,,
6062.1025391,8.165044e-20,1014.68,38776.65,3.5,P,2.5e
6062.0473633,9.729572e-19,2250.0,,,,
6061.9941406,1.4282749999999998e-19,2250.0,,,,
6061.7451172,3.8143109999999996e-19,2250.0,,,,
6061.6835938,1.016923e-18,1168.57,61508.36,3.5,P,1.5e
6061.6269531,1.3338229999999999e-19,2250.0,,,,
6061.5048828,8.000347999999999e-20,2250.0,,,,
6061.3813477,4.769661e-20,2250.0,,,,
6061.3735352,9.776805e-20,2250.0,,,,
6061.2006836,1.054819e-19,2250.0,,,,
6060.8417969,4.14345e-20,2250.0,,,,
6060.8017578,5.680768e-20,2250.0,,,,
6060.5131836,7.699206e-20,2250.0,,,,
6060.4658203,4.918945e-20,2250.0,,,,
6060.1445312,4.993092999999999e-19,2250.0,,,,
6060.0092773,5.034038e-20,2250.0,,,,
6059.5385742,1.0231229999999999e-19,2250.0,,,,
6059.4931641,2.6063729999999997e-19,2250.0,,,,
6059.3808594,2.2185229999999997e-19,2250.0,,,,
6059.2993164,7.469831e-20,2250.0,,,,
6059.2729492,4.916222e-20,2250.0,,,,
6059.0664062,6.412478e-20,2250.0,,,,
6058.7236328,5.18903e-19,2250.0,,,,
6058.5385742,2.1580949999999997e-19,2250.0,,,,
6058.4350586,2.243891e-19,2250.0,,,,
6058.2680664,1.254198e-19,2250.0,,,,
6057.8144531,1.667945e-19,2250.0,,,,
6057.7133789,3.365119e-19,2250.0,,,,
6057.6079102,2.277368e-19,2250.0,,,,
6057.5595703,1.544795e-19,2250.0,,,,
6057.418457,1.1370329999999999e-19,2250.0,,,,
6057.3881836,5.190706e-20,2250.0,,,,
6057.3505859,6.414968e-20,2250.0,,,,
6057.0996094,6.717652e-20,2250.0,,,,
6057.0605469,5.449285999999999e-20,2250.0,,,,
6056.71875,7.022026e-19,2250.0,,,,
6056.0170898,3.0073839999999997e-19,2250.0,,,,
6055.878418,1.7330459999999997e-19,2250.0,,,,
6055.8129883,1.29689e-19,2250.0,,,,
6055.5786133,1.972684e-19,2250.0,,,,
6055.5317383,2.206568e-19,2250.0,,,,
6055.4199219,8.04041e-19,1917.3,393.5385,9.5,Q,0.5f
6055.4199219,8.04041e-19,2271.12,583.3294,12.5,R,1.5f
6055.3369141,1.382797e-19,2250.0,,,,
6055.284668,1.0104929999999999e-19,2250.0,,,,
6055.1240234,6.536164e-20,2250.0,,,,
6055.074707,1.0342869999999999e-19,2250.0,,,,
6054.9702148,2.2620909999999997e-19,2250.0,,,,
6054.9169922,7.065315e-20,2250.0,,,,
6054.8911133,6.642280999999999e-20,2250.0,,,,
6054.7304688,8.608670999999999e-19,2250.0,,,,
6054.6220703,9.036282e-19,2250.0,,,,
6054.4741211,8.725440999999999e-20,2250.0,,,,
6053.9208984,2.181376e-19,2250.0,,,,
6053.6694336,1.3872739999999999e-19,2250.0,,,,
6053.5732422,2.722803e-18,2250.0,,,,
6053.3676758,2.4953719999999995e-19,2250.0,,,,
6053.1806641,6.218276999999999e-20,2250.0,,,,
6052.7490234,5.334287e-20,2250.0,,,,
6052.6147461,8.554198e-20,1331.19,10758.59,7.5,Q,2.5f
6052.3769531,6.29919e-19,2250.0,,,,
6052.2993164,7.403862999999999e-19,2250.0,,,,
6052.2368164,1.7011619999999999e-19,2250.0,,,,
6052.1796875,1.231365e-19,2250.0,,,,
6052.09375,1.152725e-19,1523.07,3697.98,7.5,Q,1.5f
6051.9545898,1.41545e-18,3555.3,63769.85,17.5,R,0.5e
6051.8398438,3.236832e-19,2250.0,,,,
6051.7407227,7.591536999999999e-20,2250.0,,,,
6051.5092773,7.714502e-20,2250.0,,,,
6051.4179688,3.1786609999999996e-20,2250.0,,,,
6051.3691406,1.0705449999999998e-19,2250.0,,,,
6051.2016602,9.551698e-20,1327.82,10751.07,7.5,Q,2.5e
6051.125,3.4338759999999996e-20,2250.0,,,,
6050.9072266,6.664906e-20,2250.0,,,,
6050.7705078,1.12375e-19,2250.0,,,,
6050.6108398,2.3948009999999998e-20,2250.0,,,,
6050.581543,6.815593e-20,2250.0,,,,
6050.4790039,5.3575919999999995e-20,2250.0,,,,
6050.3999023,1.3241479999999998e-19,2250.0,,,,
6050.2573242,6.880275e-20,2250.0,,,,
6049.9951172,1.097316e-19,2250.0,,,,
6049.9741211,3.0934219999999997e-20,2250.0,,,,
6049.5908203,2.220878e-19,2250.0,,,,
6049.3930664,7.536313999999999e-20,2250.0,,,,
6049.2236328,8.511781999999999e-20,2250.0,,,,
6049.109375,1.2653309999999999e-19,2250.0,,,,
6049.0571289,3.1805209999999997e-20,2250.0,,,,
6048.7270508,6.451423e-20,2250.0,,,,
6048.4936523,1.178269e-18,1178.08,61107.41,3.5,P,1.5f
6048.4379883,1.618016e-19,2250.0,,,,
6048.222168,4.594426e-20,2250.0,,,,
6048.2045898,4.97968e-20,2250.0,,,,
6048.0712891,2.825379e-19,2250.0,,,,
6047.8886719,1.385311e-18,1226.04,63654.22,4.5,P,1.5e
6047.71875,1.2751659999999999e-19,2250.0,,,,
6047.5058594,6.942899999999999e-20,2250.0,,,,
6047.4541016,6.02749e-20,2250.0,,,,
6047.4042969,2.77955e-19,2250.0,,,,
6047.331543,8.269566e-20,2250.0,,,,
6046.637207,6.684370999999999e-20,2250.0,,,,
6046.5952148,6.323026e-20,2250.0,,,,
6046.2543945,6.534856e-20,2250.0,,,,
6046.2143555,1.000638e-20,2250.0,,,,
6046.2070312,3.970502e-20,2250.0,,,,
6045.8925781,6.859752999999999e-20,2250.0,,,,
6045.8530273,5.382541e-20,2250.0,,,,
6045.637207,2.827066e-19,2250.0,,,,
6045.578125,2.1494229999999998e-19,2250.0,,,,
6045.4033203,3.911023e-20,2250.0,,,,
6045.2529297,1.6265289999999998e-19,2250.0,,,,
6045.109375,1.754057e-19,2250.0,,,,
6044.9165039,7.620486999999999e-19,2250.0,,,,
6044.847168,7.605245e-20,2250.0,,,,
6044.6181641,4.2349339999999997e-19,2250.0,,,,
6044.3500977,4.0376689999999997e-19,2250.0,,,,
6044.1523438,1.0161799999999999e-19,2250.0,,,,
6043.8354492,1.55698e-18,2395.48,63267.14,14.5,R,2.5f
6043.6884766,1.128907e-19,2250.0,,,,
6043.6083984,1.3406419999999998e-19,2250.0,,,,
6043.5224609,6.665610999999999e-20,2250.0,,,,
6043.3466797,7.110203e-20,2250.0,,,,
6043.1987305,3.7409129999999995e-19,2250.0,,,,
6043.0039062,2.759731e-18,2250.0,,,,
6042.8808594,1.572256e-19,2250.0,,,,
6042.796875,5.1848479999999995e-20,2250.0,,,,
6042.6181641,5.136504999999999e-19,2250.0,,,,
6042.503418,6.168857999999999e-19,2250.0,,,,
6042.4458008,2.277566e-19,2250.0,,,,
6042.2553711,5.2544209999999995e-20,1596.06,964.7385,8.5,Q,1.5e
6041.9946289,9.025278e-19,2250.0,,,,
6041.8305664,1.780341e-18,1525.95,66018.85,6.5,P,0.5e
6041.7783203,1.814226e-18,1073.61,52059.75,4.5,P,2.5e
6041.6899414,1.9891559999999998e-19,2250.0,,,,
6041.4272461,1.3630759999999998e-19,2250.0,,,,
6041.3813477,5.3450799999999996e-20,2250.0,,,,
6041.2197266,1.821118e-18,1073.99,52045.53,4.5,P,2.5f
6041.168457,8.2638449999999995e-19,2250.0,,,,
6041.1137695,2.897338e-19,2250.0,,,,
6041.0507812,1.448971e-18,2460.21,572.209,13.5,R,1.5f
6040.9125977,1.9860719999999998e-19,2250.0,,,,
6040.7573242,8.666791999999999e-19,2250.0,,,,
6040.3930664,7.379436e-20,2250.0,,,,
6040.0004883,1.7787139999999998e-19,2250.0,,,,
6039.8608398,4.3539219999999996e-20,2250.0,,,,
6039.8334961,5.445332999999999e-20,2250.0,,,,
6039.5317383,6.097849e-20,2250.0,,,,
6039.3964844,1.0090659999999999e-19,2250.0,,,,
6039.2700195,2.3957289999999997e-19,2250.0,,,,
6039.1323242,1.154887e-19,2250.0,,,,
6038.9609375,5.815595e-20,2250.0,,,,
6038.1044922,4.978799e-19,2066.38,362.6319,10.5,Q,0.5f
6038.0053711,9.352162e-19,2250.0,,,,
6037.8916016,9.379865e-20,2250.0,,,,
6037.8310547,4.529023e-19,2250.0,,,,
6037.2265625,5.560437e-20,2250.0,,,,
6036.9492188,1.497177e-19,2250.0,,,,
6036.8325195,1.1682909999999998e-19,2250.0,,,,
6036.5991211,5.889873e-20,2250.0,,,,
6036.4467773,3.319539e-19,2250.0,,,,
6036.3666992,2.8306779999999997e-19,2250.0,,,,
6036.2568359,5.569283999999999e-19,1645.41,961.8769,8.5,Q,1.5f
6035.8657227,1.626664e-19,2250.0,,,,
6035.7958984,1.6946819999999998e-19,2250.0,,,,
6035.3168945,8.192104999999999e-20,2250.0,,,,
6035.1865234,2.365836e-19,2250.0,,,,
6035.0737305,1.2950679999999998e-19,2250.0,,,,
6034.7978516,4.421578e-20,2250.0,,,,
6034.6533203,1.472476e-19,2250.0,,,,
6034.0771484,4.770375e-20,2250.0,,,,
6033.722168,8.505945e-20,2250.0,,,,
6033.4638672,4.0791089999999996e-19,2250.0,,,,
6033.2133789,8.423607e-20,2250.0,,,,
6032.984375,1.7532249999999999e-19,2250.0,,,,
6032.8110352,1.5579550000000001e-18,1297.31,63948.05,5.5,P,1.5e
6032.7592773,3.26646e-19,2250.0,,,,
6032.425293,1.9624579999999999e-19,2250.0,,,,
6032.2192383,4.011523e-20,2250.0,,,,
6031.7832031,7.776594999999999e-19,2250.0,,,,
6031.6948242,1.70358e-19,2250.0,,,,
6031.6254883,1.304626e-18,3816.56,63287.34,18.5,R,0.5e
6031.4892578,1.4213779999999998e-19,2250.0,,,,
6031.402832,8.6306e-20,2250.0,,,,
6031.3330078,5.894488e-20,2250.0,,,,
6031.1713867,8.441179e-20,2250.0,,,,
6031.1005859,1.371677e-19,2250.0,,,,
6030.9941406,1.3061739999999998e-19,2250.0,,,,
6030.9106445,8.084974999999999e-19,2250.0,,,,
6030.8051758,5.951204999999999e-19,2250.0,,,,
6030.3818359,5.582106e-20,2250.0,,,,
6030.3554688,7.638624999999999e-20,2250.0,,,,
6030.3212891,7.510310999999999e-20,2250.0,,,,
6030.1000977,7.338998e-20,2250.0,,,,
6029.9892578,9.316261e-20,2250.0,,,,
6029.8452148,6.91416e-20,2250.0,,,,
6029.6972656,3.0030629999999995e-19,2250.0,,,,
6029.6367188,1.0637499999999999e-19,2250.0,,,,
6029.3676758,5.48586e-20,2250.0,,,,
6029.1523438,5.919528e-19,2661.84,63697.69,14.5,R,1.5f
6029.0727539,8.326733e-20,2250.0,,,,
6028.9150391,7.499411e-20,2250.0,,,,
6028.8916016,4.363082e-20,2250.0,,,,
6028.6586914,7.394078e-19,2250.0,,,,
6028.5537109,1.5058109999999998e-19,2250.0,,,,
6028.3793945,2.7870339999999996e-19,2250.0,,,,
6028.097168,8.751482999999998e-19,2250.0,,,,
6028.0493164,5.848584e-20,2250.0,,,,
6027.7382812,2.287314e-19,2250.0,,,,
6027.6552734,5.687864999999999e-20,2250.0,,,,
6027.5087891,6.175013e-20,2250.0,,,,
6027.4443359,1.9406899999999998e-19,2250.0,,,,
6027.1977539,1.122149e-18,2250.0,,,,
6027.144043,1.0215569999999999e-19,2250.0,,,,
6026.765625,1.8042479999999999e-19,2250.0,,,,
6026.6645508,1.4754449999999998e-19,2250.0,,,,
6026.5961914,6.499166e-20,2250.0,,,,
6026.5356445,5.3122479999999996e-20,2250.0,,,,
6026.4282227,1.154235e-19,1724.25,857.7538,9.5,Q,1.5e
6026.3969727,2.190935e-19,2250.0,,,,
6026.3613281,1.0443959999999999e-19,2250.0,,,,
6026.2666016,2.615823e-19,2250.0,,,,
6026.1811523,1.1067189999999998e-19,2250.0,,,,
6026.1240234,1.3647049999999999e-19,2250.0,,,,
6026.0708008,3.4780089999999996e-19,2250.0,,,,
6025.6162109,6.224305e-20,2250.0,,,,
6025.550293,6.668394e-20,2250.0,,,,
6025.2070312,3.0930429999999997e-19,2250.0,,,,
6025.0908203,2.5679149999999996e-19,2250.0,,,,
6024.9926758,8.376639e-20,2250.0,,,,
6024.9633789,8.176553999999999e-20,2250.0,,,,
6024.9243164,2.5319519999999997e-19,2250.0,,,,
6024.8276367,2.1137749999999997e-19,2250.0,,,,
6024.6416016,7.305999999999999e-19,2250.0,,,,
6024.6079102,6.163692e-20,2250.0,,,,
6024.4975586,2.696457e-19,2250.0,,,,
6024.4267578,2.264436e-19,2250.0,,,,
6024.34375,1.547392e-19,2250.0,,,,
6024.152832,2.391394e-19,2250.0,,,,
6023.5664062,7.036199999999999e-19,2250.0,,,,
6023.3242188,9.807999e-20,2250.0,,,,
6023.175293,1.655064e-18,1242.27,62876.87,4.5,P,1.5f
6023.0634766,2.6113349999999997e-19,2250.0,,,,
6022.4458008,8.332596999999999e-20,2250.0,,,,
6022.3564453,1.335174e-18,2599.75,62865.69,15.5,R,2.5f
6022.2578125,2.073422e-19,2250.0,,,,
6022.1899414,1.0203799999999999e-19,2250.0,,,,
6021.9272461,3.610071e-20,2250.0,,,,
6021.8847656,1.0574459999999999e-19,2250.0,,,,
6021.6318359,5.764957999999999e-20,2250.0,,,,
6021.6088867,6.199068999999999e-20,2250.0,,,,
6021.4379883,6.410560999999999e-19,2250.0,,,,
6021.3984375,1.4706899999999999e-19,2250.0,,,,
6021.0693359,9.00272e-20,2250.0,,,,
6020.9633789,2.952892e-18,2250.0,,,,
6020.8896484,1.318504e-19,2250.0,,,,
6020.8237305,3.015612e-18,2250.0,,,,
6020.7338867,1.515277e-19,2250.0,,,,
6020.6821289,4.596567e-19,2250.0,,,,
6020.4570312,8.297835e-19,2250.0,,,,
6020.2836914,7.370546e-20,2250.0,,,,
6020.0830078,1.261773e-19,2250.0,,,,
6019.9384766,1.8664099999999997e-19,2250.0,,,,
6019.7285156,9.356787e-20,2250.0,,,,
6019.699707,2.180705e-18,1145.54,57585.28,5.5,P,2.5e
6019.6049805,1.579274e-19,2250.0,,,,
6019.5566406,1.371283e-19,2229.57,1443.573,11.5,Q,0.5f
6018.7304688,4.81217e-20,2250.0,,,,
6018.4033203,8.776760999999999e-20,2250.0,,,,
6018.2143555,2.356236e-18,1146.47,57542.25,5.5,P,2.5f
6018.105957,4.973827e-21,2250.0,,,,
6018.078125,1.196521e-19,2250.0,,,,
6018.0102539,5.0562619999999995e-20,2250.0,,,,
6017.9760742,1.147499e-19,2250.0,,,,
6017.8359375,1.0154339999999999e-19,2250.0,,,,
6017.8032227,5.804286e-20,2250.0,,,,
6017.6455078,3.973991e-20,2250.0,,,,
6017.3432617,4.8534099999999996e-20,2250.0,,,,
6017.2709961,9.075456999999999e-20,2250.0,,,,
6017.0546875,2.0600529999999998e-19,2250.0,,,,
6017.0092773,1.75914e-19,2250.0,,,,
6016.7426758,5.292774e-20,2250.0,,,,
6016.6782227,1.8742439999999999e-19,2250.0,,,,
6016.5849609,1.7489240000000002e-18,2250.0,,,,
6016.4951172,1.179594e-19,2250.0,,,,
6016.2885742,1.25684e-19,2250.0,,,,
6016.15625,6.859981e-20,2250.0,,,,
6015.6894531,8.761510999999999e-20,2250.0,,,,
6015.5761719,2.1057309999999998e-19,2250.0,,,,
6015.4453125,5.368705e-20,2250.0,,,,
6015.3579102,1.8843619999999998e-19,2250.0,,,,
6015.2236328,3.9059609999999997e-19,2250.0,,,,
6015.1147461,6.605196e-20,2250.0,,,,
6015.015625,6.549979999999999e-19,2250.0,,,,
6014.1635742,5.960365e-20,2250.0,,,,
6014.0585938,6.15658e-20,2250.0,,,,
6014.0166016,9.095407e-20,2250.0,,,,
6013.8149414,2.691024e-19,2250.0,,,,
6013.753418,9.530385e-20,2250.0,,,,
6013.5273438,6.26071e-20,2250.0,,,,
6013.2626953,8.037578e-20,2250.0,,,,
6013.230957,2.4023129999999998e-20,2250.0,,,,
6012.9335938,1.1812569999999998e-19,2250.0,,,,
6012.8046875,7.010131999999999e-19,2250.0,,,,
6012.6220703,1.0360629999999999e-19,2250.0,,,,
6012.5361328,8.552684e-20,2250.0,,,,
6012.3193359,1.0752039999999998e-19,2250.0,,,,
6012.2402344,9.834985e-20,2250.0,,,,
6012.1723633,4.039286e-20,2250.0,,,,
6012.0263672,6.092859e-20,2250.0,,,,
6011.9316406,9.553711999999999e-20,2250.0,,,,
6011.8291016,1.2693200000000001e-18,2875.8,63296.83,15.5,R,1.5f
6011.5849609,1.8906729999999999e-19,2250.0,,,,
6011.5375977,7.367012e-20,2250.0,,,,
6011.5029297,1.466602e-19,2250.0,,,,
6011.3994141,7.162327999999999e-20,2250.0,,,,
6011.3515625,1.2034319999999998e-19,2250.0,,,,
6011.2226562,1.497781e-19,2250.0,,,,
6011.1533203,2.1099259999999998e-19,2250.0,,,,
6010.9389648,1.084475e-18,2250.0,,,,
6010.7807617,9.62978e-19,1386.52,67303.39,4.5,P,0.5f
6010.71875,3.094915e-19,2250.0,,,,
6010.4443359,1.57832e-19,2250.0,,,,
6010.3989258,1.289279e-19,2250.0,,,,
6010.2597656,1.1047729999999998e-19,2250.0,,,,
6010.2177734,2.06486e-20,2250.0,,,,
6010.1499023,1.7242749999999998e-19,2250.0,,,,
6009.9018555,1.922294e-19,2250.0,,,,
6009.7177734,2.496626e-19,2250.0,,,,
6009.5351562,8.223884999999999e-20,2250.0,,,,
6009.5180664,8.242499e-20,2250.0,,,,
6009.1655273,9.896431999999999e-20,1866.64,762.3245,10.5,Q,1.5e
6009.0878906,2.031732e-18,1641.81,64443.82,7.5,P,0.5e
6008.9238281,7.058005e-20,2250.0,,,,
6008.9008789,1.296047e-19,2250.0,,,,
6008.6020508,6.336961999999999e-19,2250.0,,,,
6008.3916016,1.0784729999999999e-19,2250.0,,,,
6007.8100586,1.27511e-19,2250.0,,,,
6007.5209961,8.313927999999999e-20,2250.0,,,,
6007.4946289,5.653297e-20,2250.0,,,,
6007.3876953,1.337479e-19,2250.0,,,,
6007.2988281,9.100556e-20,2250.0,,,,
6006.7939453,4.62736e-19,2250.0,,,,
6006.597168,6.799018e-20,2250.0,,,,
6006.0351562,2.24054e-19,2250.0,,,,
6005.671875,5.769615999999999e-19,2250.0,,,,
6005.5742188,4.9107569999999996e-20,2250.0,,,,
6005.3452148,5.3613469999999995e-19,2250.0,,,,
6005.0083008,1.214101e-19,2250.0,,,,
6004.9526367,2.770055e-20,2250.0,,,,
6004.7705078,1.9537549999999998e-19,2250.0,,,,
6004.6357422,9.773872e-20,2250.0,,,,
6004.6123047,3.863057e-20,2250.0,,,,
6004.3032227,5.393151999999999e-19,2250.0,,,,
6004.1416016,4.412374e-19,2250.0,,,,
6004.0288086,7.565864e-20,2250.0,,,,
6003.8691406,3.755341e-19,2250.0,,,,
6003.7275391,6.589929999999999e-20,2250.0,,,,
6003.6015625,1.4633049999999998e-19,2250.0,,,,
6003.1899414,6.90354e-20,2250.0,,,,
6003.09375,6.60731e-20,2250.0,,,,
6003.0629883,1.645459e-19,2250.0,,,,
6002.6025391,1.271212e-19,2250.0,,,,
6002.5708008,4.8194959999999996e-20,2250.0,,,,
6002.3842773,1.6591119999999998e-19,2250.0,,,,
6001.9897461,6.106460999999999e-20,2250.0,,,,
6001.7626953,3.2142839999999995e-19,2250.0,,,,
6001.6621094,8.574284999999999e-19,2250.0,,,,
6001.5214844,6.850091999999999e-20,2250.0,,,,
6001.2353516,7.096155999999999e-19,2250.0,,,,
6001.1323242,2.0187389999999999e-19,2250.0,,,,
6000.7944336,1.006483e-19,2250.0,,,,
6000.7724609,3.300903e-21,2250.0,,,,
6000.7148438,2.300391e-19,2250.0,,,,
6000.6660156,1.5961049999999998e-19,2250.0,,,,
6000.5981445,1.1939849999999998e-19,2250.0,,,,
6000.5419922,1.4533079999999999e-19,2406.74,1194.026,12.5,Q,0.5f
6000.4169922,1.1150909999999999e-19,2250.0,,,,
6000.3745117,1.538049e-19,2250.0,,,,
6000.3374023,3.7727579999999997e-20,2250.0,,,,
6000.2319336,1.8951159999999998e-19,2250.0,,,,
6000.0463867,6.107556e-20,1708.07,4830.725,10.5,Q,2.5f
5999.9384766,3.339267e-20,2250.0,,,,
5999.9189453,7.074626e-20,2250.0,,,,
5999.6811523,4.754303e-19,2250.0,,,,
5999.1767578,1.164931e-18,2816.73,62373.82,16.5,R,2.5f
5999.0317383,8.745542e-20,2250.0,,,,
5998.9907227,1.5950009999999998e-19,2250.0,,,,
5998.7705078,2.214043e-18,1482.18,63122.43,7.5,P,1.5e
5998.6757812,1.201553e-19,2250.0,,,,
5998.5981445,5.993776999999999e-20,2250.0,,,,
5998.5625,1.435126e-19,2250.0,,,,
5998.4926758,8.344873e-20,2250.0,,,,
5998.4384766,1.5597689999999998e-19,2250.0,,,,
5998.1489258,6.069813999999999e-20,2250.0,,,,
5998.121582,2.4142059999999998e-20,2250.0,,,,
5997.8417969,4.943049999999999e-19,2250.0,,,,
5997.7456055,1.9533119999999998e-19,2250.0,,,,
5997.5551758,9.330557e-20,2250.0,,,,
5997.4760742,3.162711e-18,2250.0,,,,
5997.3071289,2.064168e-19,2250.0,,,,
5996.8896484,6.748983e-20,2250.0,,,,
