# Partition functions Q
#          291
# T [K]   1.00000e-05   1.00000e-04   1.00000e-03   1.00000e-02   1.00000e-01   1.50000e-01   2.00000e-01   3.00000e-01   5.00000e-01   7.00000e-01   1.00000e+00   1.30000e+00   1.70000e+00   2.00000e+00   3.00000e+00   5.00000e+00   7.00000e+00   1.00000e+01   1.50000e+01   2.00000e+01   3.00000e+01   5.00000e+01   7.00000e+01   1.00000e+02   1.30000e+02   1.70000e+02   2.00000e+02   2.50000e+02   3.00000e+02   5.00000e+02   7.00000e+02   1.00000e+03   1.50000e+03   2.00000e+03   3.00000e+03   4.00000e+03   5.00000e+03   6.00000e+03   7.00000e+03   8.00000e+03   9.00000e+03   1.00000e+04
#
   H2   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50026e-01   2.50448e-01   2.57673e-01   3.24494e-01   4.48016e-01   6.67129e-01   8.83429e-01   1.15156e+00   1.34083e+00   1.64454e+00   1.94229e+00   3.12970e+00   4.32810e+00   6.15984e+00   9.41007e+00   1.30843e+01   2.22684e+01   3.46011e+01   5.07619e+01   7.11512e+01   9.58762e+01   1.24852e+02   1.57911e+02   1.94871e+02
  Li2   3.75000e-01   3.75000e-01   3.75000e-01   3.75000e-01   3.75000e-01   3.75005e-01   3.75124e-01   3.78064e-01   4.14917e-01   4.95355e-01   6.54381e-01   8.24171e-01   1.04698e+00   1.20943e+00   1.73471e+00   2.77103e+00   3.80841e+00   5.36617e+00   7.96439e+00   1.05640e+01   1.57660e+01   2.61818e+01   3.66382e+01   5.26396e+01   6.94940e+01   9.40313e+01   1.14318e+02   1.52126e+02   1.95225e+02   4.23848e+02   7.47588e+02   1.42614e+03   3.14734e+03   5.80582e+03   1.51422e+04   3.11732e+04   5.44859e+04   8.54512e+04   1.24626e+05   1.72676e+05   2.30246e+05   2.97872e+05
   B2   1.87500e+00   1.87500e+00   1.87500e+00   1.87500e+00   1.87500e+00   1.87500e+00   1.87500e+00   1.87503e+00   1.87828e+00   1.89883e+00   1.98058e+00   2.11251e+00   2.33466e+00   2.52302e+00   3.23776e+00   4.87222e+00   6.58323e+00   9.16990e+00   1.34897e+01   1.78127e+01   2.64617e+01   4.37632e+01   6.10661e+01   8.70213e+01   1.12978e+02   1.47608e+02   1.73644e+02   2.17377e+02   2.61933e+02   4.56852e+02   6.90220e+02   1.12564e+03   2.09440e+03   3.38002e+03   6.95526e+03   1.19759e+04   1.86115e+04   2.70738e+04   3.75866e+04   5.03526e+04   6.55343e+04   8.32502e+04
   C2   1.00000e+00   1.00000e+00   1.00000e+00   1.00000e+00   1.00000e+00   1.00000e+00   1.00000e+00   1.00000e+00   1.00000e+00   1.00000e+00   1.00000e+00   1.00003e+00   1.00051e+00   1.00201e+00   1.02728e+00   1.21957e+00   1.54110e+00   2.09649e+00   3.05116e+00   4.00914e+00   5.92681e+00   9.76432e+00   1.36033e+01   1.93817e+01   2.53157e+01   3.40450e+01   4.17374e+01   5.77217e+01   7.83868e+01   2.08677e+02   4.04331e+02   8.01464e+02   1.72802e+03   3.00284e+03   6.75852e+03   1.24327e+04   2.03901e+04   3.09829e+04   4.45725e+04   6.15554e+04   8.23790e+04   1.07544e+05
   N2   6.66667e-01   6.66667e-01   6.66667e-01   6.66667e-01   6.66667e-01   6.66667e-01   6.66667e-01   6.66667e-01   6.66677e-01   6.66947e-01   6.69930e-01   6.78902e-01   7.01273e-01   7.24412e-01   8.25894e-01   1.09479e+00   1.41362e+00   1.92468e+00   2.79343e+00   3.66511e+00   5.41032e+00   8.90297e+00   1.23967e+01   1.76381e+01   2.28805e+01   2.98713e+01   3.51153e+01   4.38567e+01   5.26005e+01   8.76988e+01   1.23648e+02   1.81616e+02   2.94922e+02   4.33091e+02   7.89979e+02   1.25849e+03   1.84233e+03   2.54515e+03   3.37135e+03   4.32734e+03   5.42405e+03   6.68047e+03
   O2   9.00000e+00   9.00000e+00   9.00000e+00   9.00000e+00   9.00000e+00   9.00000e+00   9.00000e+00   9.00000e+00   9.00000e+00   9.00000e+00   9.00000e+00   9.00000e+00   9.00011e+00   9.00068e+00   9.02128e+00   9.33579e+00   1.01023e+01   1.17557e+01   1.50103e+01   1.84654e+01   2.55565e+01   3.99407e+01   5.43989e+01   7.61289e+01   9.78808e+01   1.26901e+02   1.48678e+02   1.85004e+02   2.21427e+02   3.70966e+02   5.34408e+02   8.19779e+02   1.42263e+03   2.19951e+03   4.34427e+03   7.41870e+03   1.16070e+04   1.71056e+04   2.41444e+04   3.30098e+04   4.40540e+04   5.76869e+04
   F2   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50000e-01   2.50007e-01   2.50472e-01   2.63972e-01   3.09699e-01   4.27915e-01   5.72278e-01   7.69541e-01   9.11837e-01   1.34624e+00   2.14277e+00   2.92801e+00   4.10693e+00   6.07359e+00   8.04111e+00   1.19772e+01   1.98518e+01   2.77285e+01   3.95473e+01   5.13728e+01   6.71761e+01   7.91029e+01   9.92922e+01   1.20125e+02   2.14232e+02   3.30790e+02   5.53546e+02   1.06219e+03   1.75727e+03   3.81995e+03   7.06205e+03   1.18128e+04   1.82792e+04   2.65395e+04   3.65771e+04   4.83138e+04   6.16343e+04
  Na2   3.75000e-01   3.75000e-01   3.75000e-01   3.75000e-01   3.97118e-01   4.72415e-01   5.81041e-01   8.24533e-01   1.29885e+00   1.75274e+00   2.42655e+00   3.10052e+00   4.00007e+00   4.67512e+00   6.92641e+00   1.14310e+01   1.59368e+01   2.26969e+01   3.39671e+01   4.52418e+01   6.78367e+01   1.14198e+02   1.64687e+02   2.52499e+02   3.57229e+02   5.24944e+02   6.72381e+02   9.60188e+02   1.30151e+03   3.22198e+03   6.08404e+03   1.23490e+04   2.93327e+04   5.73506e+04   1.58290e+05   3.28646e+05   5.75117e+05   9.09107e+05   1.34650e+06   1.90350e+06   2.59379e+06   3.42739e+06
  Mg2   1.00000e+00   1.00000e+00   1.00000e+00   1.00000e+00   1.00194e+00   1.02662e+00   1.09856e+00   1.36627e+00   2.08768e+00   2.84734e+00   3.99158e+00   5.13696e+00   6.66495e+00   7.81131e+00   1.16341e+01   1.92854e+01   2.69448e+01   3.84831e+01   5.82568e+01   7.95497e+01   1.29337e+02   2.66005e+02   4.61833e+02   8.91231e+02   1.51228e+03   2.66737e+03   3.78129e+03   6.08319e+03   8.88088e+03   2.34363e+04   4.04924e+04   6.66913e+04   1.08441e+05   1.47905e+05   2.23710e+05   2.98322e+05   3.73051e+05   4.48691e+05   5.26256e+05   6.07007e+05   6.92246e+05   7.83135e+05
  Al2   1.75000e+00   1.75000e+00   1.75000e+00   1.75000e+00   1.76034e+00   1.82382e+00   1.94821e+00   2.30011e+00   3.16633e+00   4.12548e+00   5.62410e+00   7.14186e+00   9.17216e+00   1.06966e+01   1.57823e+01   2.59604e+01   3.61411e+01   5.14144e+01   7.68730e+01   1.02335e+02   1.53266e+02   2.55174e+02   3.57392e+02   5.13646e+02   6.78003e+02   9.16871e+02   1.11401e+03   1.48063e+03   1.89741e+03   4.09120e+03   7.15805e+03   1.34657e+04   2.88623e+04   5.13366e+04   1.26103e+05   2.57512e+05   4.60406e+05   7.41688e+05   1.10271e+06   1.54157e+06   2.05458e+06   2.63719e+06
